Key,English
jz_TechClockRadio,Clock Radio
jz_TechCellPhone,Busted Cell Phone
jz_Tech3ds,Cracked 3DS
jz_PlasticJunkDesc,"Old junk. If you cant find a use for it you can scrap it for Plastic Scraps."
jz_PlasticLighter,Lighter
jz_PlasticShoppingBag,Shopping Bag
jz_PlasticKite,Kite
jz_PlasticFrisbee,Frisbee
jz_PlasticToothBrush,Tooth Brush
jz_PlasticHairBrush,Hair Brush
jz_PlasticLegos,Legos
jz_PlasticSoldier,Toy Soldier
jz_PlasticCds,"Old CD's"
jz_ClothJunkDesc,"Old junk. If you cant find a use for it you can scrap it for Cloth."
jz_ClothChewedDogCollar,Broken Dog Collar
jz_ClothOldShoe,Holey Shoe
jz_ClothOldBlanket,Torn Blanket
jz_ClothRug,Old Rug
jz_ClothRags,Dirty Rags
jz_ClothTeddyBear,Worn Teddy Bear
jz_PaperJunkDesc,"Old junk. If you cant find a use for it you can scrap it for Paper."
jz_PaperMatches,Matches
jz_PaperGoggles,3D Glasses
jz_PaperToilet,Toilet Paper
jz_PaperNews,Old New Paper
jz_PaperPlayingCards,Playing Cards
jz_WoodJunkDesc,"Old junk. If you cant find a use for it you can scrap it for Sticks."
jz_WoodYoyo,Yoyo
jz_WoodBranchDesc,"Good strong tree branch. A primitive tool cold be made with this or if you cant find a use for it you can scrap it for Sticks."
jz_WoodBranch,Tree Branch
jz_WoodSpoon,Spoon
jz_WoodWhistle,Whistle
jz_WoodSoldier,Toy Soldier
jz_StoneJunkDesc,"Old junk. If you cant find a use for it you can scrap it for Stones."
jz_StoneCrackedAshTray,Cracked Ash Tray
jz_StoneStatue,Small Statue
jz_StonePaperWeight,Paper Weight
jz_StonePlate,Chipped Plate
jz_BrassJunkDesc,"Old junk. If you cant find a use for it you can scrap it for Scrap Brass."
jz_BrassCowBell,Cow Bell
jz_BrassMonkey,Toy Monkey
jz_BrassHinge,Hinge
jz_LeadJunkDesc,"Old junk. If you cant find a use for it you can scrap it for Scrap Lead."
jz_LeadSoldier,Toy Soldier
jz_LeadSolder,Welding Solder
jz_LeadMusketBalls,Musket Balls
jz_IronJunkDesc,"Old junk. If you cant find a use for it you can scrap it for Scrap Iron."
jz_IronHairSpray,Hairy Spray Can
jz_IronHinge,Hinge
jz_IronWeight,Weights
jz_IronPaperClips,Paper Clips
jz_IronSoldier,Toy Soldier
jz_IronScissors,Scissors
jz_HoneyCombDesc,"A fresh section of honeycomb dripping with honey."
jz_HoneyComb,Honeycomb
jz_PaperBookDesc,"An old ragged book with unreadable pages."
jz_PaperBook,Old Book
plankDesc,"A cut plank of wood."
jz_Plank,Plank
ironSledgeHeadDesc,"A Sledge Hammer Head made from Iron."
jz_SledgeHead,Iron Sledge Hammer Head
handSawDesc,"A Rusty old Handsaw"
jz_HandSaw,Handsaw
jz_SteelOreDesc,"Raw Steel Ore. Must be processed in a Steel Forge."
jz_SteelOre,Steel Ore
jz_CharcoalDesc,"Dusty old bag of Grilling Charcoal."
jz_Charcoal,Charcoal
jz_MoldyVeggiesDesc,"Old Rotten Vegetables. Not much use but can be scraped to Biomass and used in Farming."
jz_MoldyVeggies,Moldy Veggies
jz_MoldyFruitDesc,"Old Rotten Fruit. Not much use but can be scraped to Biomass and used in Farming."
jz_MoldyFruit,Moldy Fruit
jz_ScrapWireDesc,"Small length of usable Copper wiring"
jz_ScrapWire,Scrap Wire
fireWoodDesc,"Dry cut Fire Wood treated with oils to burn much longer than normal wood."
jz_FireWood,Fire Wood
jz_WheatDesc,"Dry Wheat Stocks. Not edible in this form but can be ground into Flour."
jz_Wheat,Wheat
jointDesc,"A tightly rolled Cigarette with the sweet smell of Cannabis. Use with Caution!"   
jz_Joint,Joint
jz_HammerHeadDesc,"Hammer Head that can be used to craft the tool"
jz_HammerHead,Claw Hammer Head
jz_SteelShovelHeadDesc,"Steel Shovel Head that can be used to craft the tool"
jz_SteelShovelHead,Steel Shovel Head
jz_SteelFireaxeHeadDesc,"Steel Fireaxe Head that can be used to craft the tool"
jz_SteelFireaxeHead,Steel Fireaxe Head
jz_SteelPickaxeHeadDesc,"Steel Pickaxe Head that can be used to craft the tool"
jz_SteelPickaxeHead,Steel Pickaxe Head
jz_IronShovelHeadDesc,"Iron Shovel Head that can be used to craft the tool"
jz_IronShovelHead,Iron Shovel Head
jz_IronFireaxeHeadDesc,"Iron Fireaxe Head that can be used to craft the tool"
jz_IronFireaxeHead,Iron Fireaxe Head
jz_IronPickaxeHeadDesc,"Iron Pickaxe Head that can be used to craft the tool"
jz_IronPickaxeHead,Iron Pickaxe Head
jz_LargeKnifeBladeDesc,"Machete Blade that can be used to craft the tool"
jz_LargeKnifeBlade,Machete Blade
jz_SmallKnifeBladeDesc,"Hunting Blade that can be used to craft the tool"
jz_SmallKnifeBlade,HuntingKnife Blade
jz_SharpeningStoneDesc,"A manufactured stone for sharpening blades" 
jz_SharpeningStone,Sharpening Stone
jz_NitroglycerinDesc,"A highly unstable liquid that is used to make high grade explosives."
jz_Nitroglycerin,Nitroglycerin
hoofDesc,"Freshly removed foot of a hoofed animal"
jz_Hoof,Hoof
CuredSinewDesc,"A animal sinew that has been processed to make it a very strong string"
jz_CuredSinew,Cured Sinew
bowStringDesc,"A strong cord used to string a Bow or Crossbow"
jz_BowString,Bow String
boneMealDesc,"Finely ground bones"
jz_BoneMeal,Bone Meal
sinewDesc,"A carefully harvested tendon from a fresh dead animal."
jz_Sinew,Sinew
jz_AnimalBladderDesc,"A unpunctured animal bladder harvested from a fresh dead animal."
jz_AnimalBladder,Animal Bladder
jz_LightBulbDesc,"A un broken light buld"
jz_LightBulb,Light Bulb
nutAndBoltDesc,"A threaded nut and bolt that can be used to craft many things."
jz_NutAndBolt,"Nut & Bolt"
zincPowderDesc
jz_ZincPowder,Zinc Powder
fiberRopeDesc,"A cord made of natural fibers"
jz_FiberRope,Fiber Cordage
leatherNeedleDesc,"A leather needle strong enough to pierce the toughest hide"
jz_LeatherNeedle,Leather Needle
sewingNeedleDesc"A old sewing needle still in usable condition"
jz_SewingNeedle,Sewing Needle
airCompressorDesc,"A Old Air Compressor. Should be useful for something if not it can be scraped for Mechanical Parts"
jz_AirCompressor,Air Compressor
jz_BricksDesc,"Solid bricks for crafting structures"
jz_Bricks,Bricks
blankSkillBookDesc,"A blank Skill Book needed to research a unknown crafting recipe."
jz_BlankSkillBook,Blank Skill Book
incendiaryPowderDesc,"A needed ingredient for crafting incendiary ammunition"
jz_IncendiaryPowder,Incendiary Powder
mixedChemicalsDesc
jz_MixedChemicals,Mixed Chemicals
meltedRubberDesc,"Rubber thats been melted down to be more pliable for crafting."
jz_MeltedRubber,Melted Rubber
gunOilDesc,"Specialty Oil needed to clean and maintain firearms" 
jz_GunOil,Gun Oil
weaponRepairKitDesc,"Everything needed to clean and repair a firearm."
jz_WeaponRepairKit,Weapon Repair Kit
inkPenDesc,"A working ink pen needed to research a unknown crafting recipe."
jz_InkPen,Ink Pen
jz_DriedTobaccoDesc
jz_DriedTobacco,Dried Tobacco
ScavengedPartsDesc,"Scavenged parts and supplies that can be used to repair vehicles."
jz_ScavengedParts,Scavenged Parts
steelPipeDesc,"A solid steel pipe used in many crafting recipes"
jz_SteelPipe,Steel Pipe
jz_SkillPaperDesc,"Collect Skill Paper by scraping unneeded schematics. Needed to research a unknown crafting recipe."
jz_SkillPaper,Skill Paper
bioMassDesc,Decomposing organic rubbish that can be used in farming."
jz_BioMass,Bio Mass
scrapRubberDesc,"Scraps of rubber material"
jz_ScrapRubber,Scrap Rubber
curedLeatherDesc,"Animal Hide that has been processed in to usable leather material. Must be dried before using."
jz_CuredLeather,Cured Leather
jz_BrainMatterDesc,"Chunky hunks of fresh brain matter. Ewwwwww!"
jz_BrainMatter,Brain Matter
jz_AnimalHideDesc,"Animal Hide freshly skinned from a dead animal. Must be processed before it decays."
jz_AnimalHide,Animal Hide
stickDesc,"Scrap of wood'
jz_Stick,Stick
jz_GunToolsDesc,"Tools needed craft and improve firearms."
jz_GunTools,Gun Tools
jz_PartsChainsawHousingDesc,"The housing case for a Chainsaw. This part is needed to craft a Chainsaw."
jz_PartsChainsawHousing,Chainsaw Housing
jz_PartsChainsawBladeDesc,"The chain blade for a Chainsaw. This part is needed to craft a Chainsaw."
jz_PartsChainsawBlade,Chainsaw Blade
jz_PartsAugerHousingDesc,"The housing case for a Auger. This part is needed to craft a Auger."
jz_PartsAugerHousing,Auger Housing
jz_PartsAugerBitDesc,"The drill bit for a Auger. This part is needed to craft a Auger."
jz_PartsAugerBit,Auger Bit
jz_BulletPressDesc,"A machine that allows the manual assembling of ammunition."
jz_BulletPress,Bullet Press
jz_LabEquipmentDesc,"All the Equipment needed for complex chemical manufacturing."
jz_LabEquipment,LabEquipment
jz_StillDesc,"A Copper Pot Still used to refine liquors."
jz_Still,Copper Still
jz_SmallLoomDesc,"A small loom capable of creating cloth fabric from raw cotton."
jz_SmallLoom,Small Loom
jz_BikeWheelsDesc,"A bike tire that is still in reasonable shape, it should still be usable."
jz_BikeWheels,Bike Tire
jz_MinibikeSeatDesc,"A padded seat for the Minibike."
jz_MinibikeSeat,Minibike Seat
jz_ClosedCanFoodDesc,"A sealed food can. If only you had a Can Opener"
jz_CanLamb,Can of Lamb
jz_CanCatfood,Can of Cat Food
jz_CanDogfood,Can of Dog Food
jz_CanChili,Can of Chili
jz_CanTuna,Can of Tuna
jz_CanSham,Can of Sham
jz_CanPasta,Can of Pasta
jz_CanSalmon,Can of Salmon
jz_CanMiso,Can of Miso
jz_CanPeas,Can of Peas
jz_CanPears,Can of Pears
jz_CanSoup,Can of Soup
jz_CanStock,Can of Stock
jz_CanOpenerDesc,"A working Can Opener. If only you had some can food."
jz_CanOpener,Can Opener
jz_MoldDDesc,"A clay mold used to craft the given item."
jz_MoldDart,Dart Mold
jz_MoldLargeEngineBlock,Lg Engine Block Mold
jz_MoldSmallEngineBlock,Sm Engine Block Mold
jz_MoldAxeHead,Axe Head Mold
jz_MoldBrassKnuckles,Brass Knuckle Mold
jz_MoldShovelHead,Shovel Head Mold
jz_MoldSledgeHead,Sledge Head Mold
jz_MoldScrewdriverHead,Screwdriver Head Mold
jz_MoldWrench,Wrench Mold
jz_MoldHammerHead,Hammer Head Mold
jz_MoldLargeKnifeBlade,Lg Knife Blade Mold
jz_MoldSmallKnifeBlade,Sm Knife Blade Mold
jz_MoldPickAxeHead,Pickaxe Head Mold
jz_MoldCrowbar,Crowbar Mold
fanBeltDesc,"A old fan belt from a some kind of engine."
jz_FanBelt,Fan Belt
alternatorDesc,"A Alternator that hasn't sized up yet. Might still be usable."
jz_Alternator,Alternator
jz_PartLargeExhaustDesc,"Long pipes used for exhaust on vehicles."
jz_PartLargeExhaust,Lg Exhaust
jz_PartSmallExhaustDesc,"Short pipes used for exhaust on Bikes."
jz_PartSmallExhaust,Sm Exhaust
jz_PartLargeEngineBlockDesc,"The engine block from a vehicles engine."
jz_PartLargeEngineBlock,Lg Engine Block
jz_PartSmallEngineBlockDesc,"The engine block from a bikes engine."
jz_PartSmallEngineBlock,Sm Engine Block
scubaTankEmptyDesc,"An empty Scuba Tank. If it could be filled it could be used for underwater breathing."
jz_ScubaTankEmpty,Scuba Tank Empty
scubaTankFullDesc,"A full Scuba Tank. Can be used for underwater breathing."
jz_ScubaTankFull,Scuba Tank Full
jz_MeatPiesDesc,"A meat pie with flaky crust"
jz_FoodMeatPieLarge,Large Meat Pie
jz_FoodMeatPieMedium,Medium Meat Pie
jz_FoodMeatPieSmall,Small Meat Pie
jz_SandwichDesc,"A freshly made sandwich."
jz_FoodTunaSandwich,Tuna Sandwich
jz_FoodSalmonSandwich,Salmon Sandwich
ratOnAStickDesc,"A nicely charred protein meal. Just keep telling your self that and eat it."
jz_FoodRatOnAStick,Rat on a Stick
fruitCakeDesc,"Only 2 things survived the apocalypse, Roaches and Fruit Cake."
jz_FoodFruitCake,Fruit Cake
MREDesc,"Old military rations. Only slightly radiated."
jz_FoodMRELarge,Large MRE
jz_FoodMREMedium,Medium MRE
jz_FoodMRESmall,Small MRE
jz_FoodOatMealDesc,"Dry pack of instant Oatmeal. Looks still edible."
jz_FoodOatMeal,Instant Oatmeal
jz_FoodPeanutButterDesc,"Creamy roasted peanut butter."
jz_FoodPeanutButter,Peanut Butter
deadRatDesc,"A plump dead rat."
jz_FoodDeadRat,Dead Rat
jz_FoodChipsDesc,"A unopened bag of Potato Chips. Yummy!"
jz_FoodChips,Potato Chips
jz_FoodCerealDesc,"A box of breakfast cereal. Only a little stale."
jz_FoodCereal,Cereal
canUnlabeledDesc,"A old dented can thats label been torn off. You cant be certain whats in it but theres only one way to find out."
jz_FoodCanUnlabeled,Unlabeled Can
jz_FoodStrawberryDesc,"A fresh Strawberry."
jz_FoodStrawberry,Strawberry
jz_KabobDesc,"Meat and Vegetables roasted on a stick"
jz_FoodKabobLarge,Large Kabob
jz_FoodKabobMedium,Medium Kabob
jz_FoodKabobSmall,Small Kabob
jz_GlazedMeatDesc,"Juicy meat glazed with fresh fruit and cook to perfection."
jz_FoodGlazedMeatLarge,Large Glazed Meat
jz_FoodGlazedMeatMedium,Medium Glazed Meat
jz_FoodGlazedMeatSmall,Small Glazed Meat
jz_HealthyMealDesc,"A well balanced meal with all the vitamins needed to stay strong and healthy."
jz_FoodHealthyMealLarge,Large Healthy Meal
jz_FoodHealthyMealMedium,Medium Healthy Meal
jz_GoodMealDesc,"A good meal with many needed vitamins."
jz_FoodGoodMealLargeVF,Lg Good Meal VF
jz_FoodGoodMealLargeVG,Lg Good Meal VG
jz_FoodGoodMealLargeFG,Lg Good Meal FG
jz_FoodGoodMealMediumVF,Med Good Meal VF
jz_FoodGoodMealMediumVG,Med Good Meal VG
jz_FoodGoodMealMediumFG,Med Good Meal FG
jz_FoodBoiledSandwich,Boiled Sandwich
jz_FoodGrilledSandwich,Grilled Sandwich
jz_FoodCharredSandwich,Charred Sandwich
veggieSaladDesc,"A health salad made up of fresh vegetables."
jz_FoodVeggieSaladLarge,Lg Veggie Salad
jz_FoodVeggieSaladMedium,Med Veggie Salad
jz_FoodVeggieSaladSmall,Small Veggie Salad
fruitSaladDesc,"A health salad made up of fresh vegetables."
jz_FoodFruitSaladLarge,Lg Fruit Salad
jz_FoodFruitSaladMedium,Med Fruit Salad
jz_FoodFruitSaladSmall,Small Fruit Salad
jz_DrinkMeadDesc,"A alcoholic beverage made from fermenting honey"
jz_DrinkMead,Mead
jz_medicalBandageDesc,"A simple bandage that can be used to stop [f21b10]Bleeding[-] and treat a [f21b10]Small Wound[-]"
jz_medicalFirstAidBandageDesc,"A first aid kit that can be used to stop [f21b10]Bleeding[-], treat a [f21b10]Small Wound[-] a [f21b10]Wound[-] a [f21b10]Severe Wound[-] and a [f21b10]Infected Wound[-]."
sanitizingBandageDesc,"A bandage and antiseptic that can be used to stop [f21b10]Bleeding[-], treat a [f21b10]Small Wound[-], a [f21b10]Wound[-] and a [f21b10]Severe Wound[-]"
jz_MedicalSanitizingBandage,Sanitizing Bandage
jz_medicalFirstAidKitSchematic,"An Emergency Medical kit that can be used to stop [f21b10]Bleeding[-], treat a [f21b10]Small Wound[-], a [f21b10]Wound[-], a [f21b10]Sever Wound[-] and a [f21b10]Infected Wound[-]"
redHotDesc,"A burning red hot pipe that can be used to cauterize a [f21b10]Zombie Bite[-] or [f21b10]Puncher Wound[-]"
jz_MedicalRedHotSteelPipe,Red Hot Pipe
jz_MedicalRedHotPipe,Red Hot Pipe
antiVenomDesc,"Anti venom used to treat venomous stings and bites"
jz_MedicalAntiVenom,Anti Venom
jz_drugPainkillersDesc,"Commercially made painkillers good for [f21b10]Pain[-] and [f21b10]Swelling[-]"
sutureKitDesc,"A clean needle and organic thread can be used to stitch up [f21b10]Gashes[-]"
jz_MedicalSutureKit,Suture Kit
drugPainkillersDesc,"A common painkiller that can be used to relieve [f21b10]Pain[-]"
jz_meleeClubBaseballBatDesc,"This club was used in gladiatorial games of the past that were held in huge arenas."
jz_gunBowPrimitiveDesc"Good for hunting and killing zombies. Uses arrows for ammunition.\nHold reload to use alternate ammo."
jz_FoodCanBeefCooked,Can Beef Cooked
jz_FoodCanChickenCooked,Can Chicken Cooked
jz_FoodCanLambCooked,Can Lamb Cooked
jz_FoodCanCatfoodCooked,Can Cat Food Cooked
jz_FoodCanDogfoodCooked,Can Dog Food Cooked
jz_FoodCanChiliCooked,Can Chili Cooked
jz_FoodCanTunaCooked,Can Tuna Cooked
jz_FoodCanShamCooked,Can Sham Cooked
jz_FoodCanPastaCooked,Can Pasta Cooked
jz_FoodCanSalmonCooked,Can Salmon Cooked
jz_FoodCanMisoCooked,Can Miso Cooked
jz_FoodCanPeasCooked,Can Peas Cooked
jz_FoodCanPearsCooked,Can Pears Cooked
jz_FoodCanSoupCooked,Can Soup Cooked
jz_FoodCanStockCooked,Can Stock Cooked
flagstoneBlockVariantHelper,Flagstone Frame Block
jz_QIDeadWalkieTalkieDesc,"A commercial Walkie Talkie, doesn't have very much range and this one is dead"
jz_QIDeadWalkieTalkie"Walkie Talkie"
jz_QIGoodWalkieTalkieDesc,"A commercial Walkie Talkie, doesn't have very much range but at lest it has some juice."
jz_QIGoodWalkieTalkie,"Walkie Talkie"
jz_CBatterie,"C Battery"
jz_CBatterieDesc,"A C type battery used to power many things"
jz_drugVitaminsDesc,"Vitamins do not cure illnesses instead they supply you with a boost of daily vitamins to maintain your diet and increase your wellness."
jz_GallonOfDirtyRiverWater,Gallon of Dirty River Water
jz_GallonOfDirtyRiverWaterDesc,A gallon of water collected from a unclean source
jz_OldMilkJug,Old Milk Jug
jz_OldMilkJugDesc,A old empty milk jug that can be used to collect a gallon of water from a source
jz_FarmingWateringCan,Watering Can
jz_FarmingWateringCanDesc,A Watering Can used in farming. Uses ounces of dirty water to water cultivated plants
jz_Insecticide,Insecticide
jz_InsecticideDesc,Farming Insecticide used on cultivated plants that are having insect infestations
jz_QIMilitarySecurityCardA,Military Security Card
jz_QIMilitarySecurityCardADesc,A Military Access ID with the Clearance Level of Security 1
jz_QIMilitarySecurityCard,Military Security Card
jz_QIMilitarySecurityCardDesc,A Military Access ID with the Clearance Level of Security 1
jz_MeleeBranchSpiked,Branch Spiked
jz_MeleeBranchSpikedDesc,"A strong tree branch with several long nails in it. Good for bashing but cant be repaired" 
jz_MeleePipe,Long Pipe
jz_MeleePipeDesc,"A long iron pipe that could be used as a weapon but it cant be repaired"
jz_MeleeRebar,Rebar
jz_MeleeRebarDesc,"A long piece of iron rebar that could be used as a weapon but it can not be repaired"
jz_MeleeTableLeg,Table Leg
jz_MeleeTableLegDesc,"A strong wooden table leg that could be used as a weapon but can not be repaired"
jz_MeleeTableLegSpiked,Spiked Table Leg
jz_MeleeTableLegSpikedDesc,"A strong wooden table leg with several long nails in it. Good for bashing but cant be repaired"
jz_MeleePlankSpiked,Spiked Plank
jz_MeleePlankSpikedDesc,"A strong 2x4 plank of wood with several nails in it. Good for bashing but cant be repaired"
jz_MeleePlank,"Shaped 2x4"
jz_MeleePlankDesc,"A shaped wooden 2x4 that could be used as a weapon but it can not be repaired"
jz_SchematicHerbalCream,Herbal Cream Recipe
jz_ItemSchematicDesc,"Reading this recipe will teach you how to craft the item. If you know this recipe you can scrap it for Skill Paper."
jz_SchematicTacticalAR,Tactical AR Crafting Guide
jz_SchematicTacticalARDesc,"This book completely details how to assemble a Tactical AR from its parts. If you know this recipe you can scrap it for Skill Paper."
jz_SchematicM60,M60 Crafting Guide
jz_SchematicM60Desc,"This book completely details how to assemble a M 60 from its parts. If you know this recipe you can scrap it for Skill Paper."
jz_SchematicScrewdriver,Screwdriver Crafting Guide
jz_SchematicWelder,Welding Torch Crafting Guide
jz_SchematicStoneSpear,Stone Spear Crafting Guide
jz_SchematicGyroCopter,Gyro Copter Crafting Guide
jz_Schematic4x4Truck,4x4 Truck Crafting Guide
jz_SchematicMotorcycle,Motorcycle Crafting Guide
jz_SchematicMiniBike,Mini Bike Crafting Guide
jz_SchematicBicycle,Bicycle Crafting Guide
jz_SchematicCookingPotMine,Cooking Pot Mine Crafting Guide
jz_SchematicChilliSeed,Chilli Seed Crafting Guide
jz_SchematicCucumberSeed,Cucumber Seed Crafting Guide
jz_SchematicEggPlantSeed,Egg Plant Seed Crafting Guide
jz_SchematicLeekSeed,Leek Seed Crafting Guide
jz_SchematicCarrotSeed,Carrot Seed Crafting Guide
jz_SchematicSteelSheetMetal,Steel Sheet Metal Crafting Guide
jz_SchematicConcreteMix,Concrete Mix Crafting Guide
jz_SchematicConcreteSledge,Concrete Sledge Crafting Guide
jz_SchematicPurificationTablets,Purification Tablet Crafting Guide
jz_SchematicMasonHammer,Mason Hammer Crafting Guide
jz_SchematicGunPowder,Gun Powder Crafting Guide
jz_SchematicBlackStrapCoffee,Black Strap Coffee Crafting Guide
jz_SchematicCeilingLight,Ceiling Light Crafting Guide
jz_SchematicIronSheetMetal,Iron Sheet Metal Crafting Guide
jz_SchematicWirerelay,Wire Relay Crafting Guide
jz_SchematicMegaCrush,Mega Crush Crafting Guide
jz_SchematicVitamins,Vitamins Crafting Guide
jz_SchematicWeaponRepairKit,Firearm Repair Kit Crafting Guide
jz_SchematicCobblestone,Cobblestone Crafting Guide
jz_SchematicBricks,Bricks Crafting Guide
jz_SchematicPlank,Plank Crafting Guide
jz_SchematicLockPick,Lock Pick Crafting Guide
jz_SchematicGunOil,Gun Oil Crafting Guide
jz_SchematicPoliceBaton,Police Baton Crafting Guide
jz_MedicalHerbalCream,Herbal Cream
bucketEmptyDesc,A old metal bucket with too many holes to be useful
PROGRESSION_________________________XML,PROGRESSION_________________________XML
jz_ActionSkillDesc,"Improve these skills by using or killing with the given skill item. You can also purchase these points to improve"
jz_CraftingSkillsDesc,"Improve these skills by crafting the stated item"
jz_ProfessionsDesc,"These are the Professions a Survivor could of had before the event. Use your starting Knowledge Points to purchase these or gather enough skill pages from loot to obtain them.
jz_PosTraitsDesc,"These are traits that can be purchased at the start of the game with Knowledge Points to affect the player in a positive way"
jz_NegativeTraitsDesc,"These are traits that can be purchased at the start of the game with Knowledge Points to affect the player in a negative way. Purchasing these will refund more Knowledge Points"
jz_SchematicsDesc,"You can track all unlockable schematics here"
jz_MiningSkillDesc,"Gain experience by breaking blocks with Pickaxes and Shovels to improve your use of them by 3% faster swing speed per Lv and 3% less stamina per use per Lv"
jz_AxeSkillDesc,"Gain experience by breaking blocks with Axes to improve your use of them by 3% faster swing speed per Lv and 3% less stamina per use per Lv"
jz_ChainsawSkillDesc,"Gain experience by breaking blocks with Chainsaw to improve your use of them by 3% faster swing speed per Lv and 3% less stamina per use per Lv"
jz_AugerSkillDesc,"Gain experience by breaking blocks with Augers to improve your use of them by 3% faster swing speed per Lv and 3% less stamina per use per Lv"
jz_UnarmedSkillDesc,"Gain experience by hitting enemies and receive bonus xp for the killing blow while using Brass Knuckles to improve your use of them by 3% more damage per Lv and 3% faster swing speed per Lv"
jz_BluntSkillDesc,"Gain experience by hitting enemies and receive bonus xp for the killing blow while wielding Blunt Weapons to improve your use of them by 3% faster swing speed per Lv and 3% less stamina use per swing per Lv"
jz_SledgeSkillDesc,"Gain experience by hitting enemies and receive bonus xp for the killing blow while wielding Sledge Hammer to improve your use of them by 3% faster swing speed per Lv and 3% less stamina use per swing per Lv"
jz_BladeSkillDesc,"Gain experience by hitting enemies and receive bonus xp for the killing blow while wielding Bladed Weapons to improve your use of them by 3% faster swing speed per Lv and 3% less stamina use per swing per Lv"
jz_ArcherySkillDesc,"Gain experience by hitting enemies and receive bonus xp for the killing blow while using a Bow or Crossbow to improve your use of them by 3% faster reload speed per Lv, 2% farther range per Lv and 3% better aiming and control per Lv"
jz_SpearSkillDesc,"Gain experience by hitting enemies and receive bonus xp for the killing blow while using a Spear to improve your use of them by 3% faster reload speed per Lv, 2% farther range per Lv and 3% better aiming and control per Lv"
jz_PistolSkillDesc,"Gain experience by hitting enemies and receive bonus xp for the killing blow while using Handguns to improve your use of them by 3% faster reload speed per Lv and 3% better aiming and control per Lv"
jz_44MagSkillDesc,"Gain experience by hitting enemies and receive bonus xp for the killing blow while using Shotguns to improve your use of them by 3% faster reload speed per Lv and 3% better aiming and control per Lv"
jz_SMG5SkillDesc,"Gain experience by hitting enemies and receive bonus xp for the killing blow while using Shotguns to improve your use of them by 3% faster reload speed per Lv and 3% better aiming and control per Lv"
jz_BlunderbussSkillDesc,"Gain experience by hitting enemies and receive bonus xp for the killing blow while using Rifles to improve your use of them by 3% faster reload speed per Lv and 3% better aiming and control per Lv"
jz_DBShotgunSkillDesc,"Gain experience by hitting enemies and receive bonus xp for the killing blow while using DBShotgun to improve your use of them by 3% faster reload speed per Lv and 3% better aiming and control per Lv"
jz_PShotgunSkillDesc,"Gain experience by hitting enemies and receive bonus xp for the killing blow while using Rifles to improve your use of them by 3% faster reload speed per Lv and 3% better aiming and control per Lv"
jz_HuntingRifleSkillDesc,"Gain experience by hitting enemies and receive bonus xp for the killing blow while using Rifles to improve your use of them by 3% faster reload speed per Lv, 3% better aiming and control per Lv, 3% bonus dismemberment chance per Lv"
jz_MarksmanSkillDesc,"Gain experience by hitting enemies and receive bonus xp for the killing blow while using Rifles to improve your use of them by 3% faster reload speed per Lv, 3% better aiming and control per Lv, 3% bonus dismemberment chance per Lv"
jz_AK47SkillDesc,"Gain experience by hitting enemies and receive bonus xp for the killing blow while using Rifles to improve your use of them by 3% faster reload speed per Lv, 3% better aiming and control per Lv, 3% bonus dismemberment chance per Lv"
jz_M60SkillDesc,"Gain experience by hitting enemies and receive bonus xp for the killing blow while using Rifles to improve your use of them by 3% faster reload speed per Lv, 3% better aiming and control per Lv, 3% bonus dismemberment chance per Lv"
jz_ExposivesSkillDesc,"Gain experience by hitting enemies and receive bonus xp for the killing blow while using Rifles to improve your use of them by 3% faster reload speed per Lv, 3% better aiming and control per Lv, 3% bonus dismemberment chance per Lv"
jz_JunkTurretSkillDesc,"Gain experience by hitting enemies and receive bonus xp for the killing blow while using Rifles to improve your use of them by 3% faster reload speed per Lv, 3% better aiming and control per Lv, 3% bonus dismemberment chance per Lv"
jz_CraftingDesc,"Craft more of this item to improve your ability to craft it at a better quality"
jz_ClothArmorCraftingDesc,"Craft more of this item to improve your ability to craft it at a better quality"
jz_LeatherArmorCraftingDesc,"Craft more of this item to improve your ability to craft it at a better quality"
jz_ScrapArmorCraftingDesc,"Craft more of this item to improve your ability to craft it at a better quality"
jz_IronArmorCraftingDesc,"Craft more of this item to improve your ability to craft it at a better quality"
jz_SteelArmorCraftingDesc,"Craft more of this item to improve your ability to craft it at a better quality"
jz_FireFighterDesc,"All the knowledge needed to become a Fire Fighter.\n20% Block Dmg w/Fireaxes\n+5% Max Stamina\nRecipes- Aloe Cream, Medical Bandage, Molotov Cocktail, Firemans Axe Mod"
jz_PoliceOfficerDesc,"All the knowledge needed to become a Police Officer.\n10% Faster Reload & better Aim w/Pistol & Magnums\nRecipes- Pistol, Gun Oil, Stun Baton, Weapon Repair Kit"
jz_ParkRangerDesc,"All the knowledge needed to become a Park Ranger.\n20% Faster Primitive Crafting\nRecipes- Herbal Antibiotics, Spear Iron, Spear Steel"
jz_BouncerDesc,"All the knowledge needed to become a Bouncer.\n10% Less Stamina w/Brawling\nRecipes- Brass Knuckles Mold, Brass Knuckles, Leather Knuckles, Beer, Mead, Grain Alcohol"
jz_ChefDesc,"All the knowledge needed to become a Chef.\n20% Faster Cooking\nRecipes- All Food Recipes"
jz_BurglarDesc,"All the knowledge needed to become a Burglar.\n10% Faster Movement & Less Noise while Crouching\n20% Faster Looting & Pinpoint Treasure location\nRecipes- Lock Picks"
jz_CarpenterDesc,"All the knowledge needed to become a Carpenter.\n20% Faster Crafting on the Workbench and Tablesaw\nRecipes- All Wooden Frame Shapes, Planks"
